City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Thap Than,TH,2022-03-31 18:06:59,15.4606,99.8917,87.71,47,40,4.14
295,Mwene-Ditu,CD,2022-03-31 18:07:00,-7.0,23.45,67.73,91,98,3.74
296,Gigmoto,PH,2022-03-31 18:07:00,13.7796,124.39,79.12,87,21,8.84
297,Ybycui,PY,2022-03-31 18:07:01,-26.0167,-57.05,69.13,31,35,11.48
298,Faya,SA,2022-03-31 18:07:01,18.3851,42.4509,63.12,41,0,8.28
299,Willowmore,ZA,2022-03-31 18:07:01,-33.2926,23.4895,60.94,75,43,9.13
300,Luderitz,NA,2022-03-31 18:07:02,-26.6481,15.1594,64.76,69,0,23.35
301,Husavik,IS,2022-03-31 18:07:02,66.0449,-17.3389,34.77,98,100,3.0
302,Olafsvik,IS,2022-03-31 18:07:03,64.8945,-23.7142,39.6,81,97,7.07
303,Vila Franca Do Campo,PT,2022-03-31 18:07:03,37.7167,-25.4333,63.01,82,99,4.36
304,Dunedin,NZ,2022-03-31 18:02:46,-45.8742,170.5036,52.81,64,100,7.0
305,Nome,US,2022-03-31 18:07:04,64.5011,-165.4064,26.67,54,100,17.27
306,Gardez,AF,2022-03-31 18:07:04,33.5974,69.2259,53.11,17,0,1.7
307,Saurimo,AO,2022-03-31 18:07:05,-9.6608,20.3916,68.34,90,76,3.78
308,Yar-Sale,RU,2022-03-31 18:07:07,66.8333,70.8333,15.84,78,100,20.45
309,Makasar,ID,2022-03-31 18:07:07,-5.14,119.4221,75.25,100,20,2.3
310,Hearst,CA,2022-03-31 18:07:08,49.6835,-83.6665,26.85,95,100,14.0
311,Waipawa,NZ,2022-03-31 18:07:08,-41.4122,175.5153,54.14,94,90,5.17
312,Sirhind,IN,2022-03-31 18:03:17,30.6456,76.3825,76.39,11,0,6.24
313,Benguela,AO,2022-03-31 18:07:09,-12.5763,13.4055,77.77,83,91,6.76
314,Salekhard,RU,2022-03-31 18:07:09,66.53,66.6019,12.99,80,100,15.5
315,Kigoma,TZ,2022-03-31 18:05:30,-4.8769,29.6267,73.96,82,82,5.68
316,Fernie,CA,2022-03-31 18:07:10,49.5,-115.0687,38.37,70,100,5.19
317,Tezu,IN,2022-03-31 18:07:10,27.9167,96.1667,69.06,84,100,2.1
318,Nguruka,TZ,2022-03-31 18:07:11,-5.1092,31.0419,66.33,96,97,4.23
319,Geraldton,AU,2022-03-31 18:07:11,-28.7667,114.6,75.61,78,40,9.22
320,Ngunguru,NZ,2022-03-31 18:07:12,-35.6167,174.5,62.22,87,64,5.1
321,Madera,US,2022-03-31 18:07:12,37.1666,-119.8343,65.88,80,88,1.01
322,Paamiut,GL,2022-03-31 18:07:13,61.994,-49.6678,34.9,96,94,3.44
323,Barcelos,PT,2022-03-31 18:07:13,41.5388,-8.6151,55.92,77,60,11.97
324,Baykit,RU,2022-03-31 18:07:13,61.67,96.37,27.61,90,86,13.06
325,Rawson,AR,2022-03-31 18:08:14,-43.3002,-65.1023,70.3,25,67,8.43
326,Antalaha,MG,2022-03-31 18:08:15,-14.9003,50.2788,74.52,91,99,9.01
327,Talcahuano,CL,2022-03-31 18:08:15,-36.7167,-73.1167,59.36,55,1,12.37
328,Milkovo,RU,2022-03-31 18:08:16,54.7167,158.6167,13.37,97,99,3.06
329,Yeppoon,AU,2022-03-31 18:08:16,-23.1333,150.7333,73.18,78,0,6.8
330,Cajamarca,PE,2022-03-31 18:08:16,-7.1638,-78.5003,64.47,63,75,6.91
331,Asau,RO,2022-03-31 18:08:17,46.4333,26.4,61.72,59,100,5.35
332,Atambua,ID,2022-03-31 18:08:17,-9.1061,124.8925,71.2,87,2,4.03
333,Mpika,ZM,2022-03-31 18:08:18,-11.8343,31.4529,61.5,99,58,3.69
334,Cairns,AU,2022-03-31 18:08:19,-16.9167,145.7667,69.06,83,12,0.0
335,Longyearbyen,SJ,2022-03-31 18:08:19,78.2186,15.6401,10.24,79,75,5.75
336,Raton,US,2022-03-31 18:06:56,36.9034,-104.4391,52.14,72,0,3.44
337,Songea,TZ,2022-03-31 18:08:21,-10.6833,35.65,63.95,98,71,3.02
338,Kargil,IN,2022-03-31 18:08:21,34.5667,76.1,23.5,72,2,4.0
339,Yulara,AU,2022-03-31 18:08:22,-25.2406,130.9889,64.24,36,71,10.36
340,Bengkulu,ID,2022-03-31 18:08:22,-3.8004,102.2655,76.28,81,92,4.5
341,Matagami,CA,2022-03-31 18:08:23,49.7502,-77.6328,33.91,93,100,8.05
342,Tual,ID,2022-03-31 18:07:20,-5.6667,132.75,82.71,69,98,4.18
343,Marienburg,PL,2022-03-31 18:08:23,54.0359,19.0266,37.89,49,98,10.38
344,Novoagansk,RU,2022-03-31 18:08:24,61.9449,76.6625,15.98,91,57,10.25
345,Krasnoselkup,RU,2022-03-31 18:08:24,65.7,82.4667,14.54,90,100,20.15
346,Namatanai,PG,2022-03-31 18:08:25,-3.6667,152.4333,79.16,81,59,5.32
347,Muhos,FI,2022-03-31 18:08:25,64.808,25.9931,22.78,97,100,3.0
348,Billings,US,2022-03-31 18:06:48,45.7833,-108.5007,48.51,59,75,18.41
349,The Valley,AI,2022-03-31 18:07:30,18.217,-63.0578,82.54,61,20,20.71
350,Laureles,US,2022-03-31 18:08:26,26.1092,-97.4941,86.02,58,0,16.11
351,Nemuro,JP,2022-03-31 18:08:26,43.3236,145.575,30.38,81,100,11.72
352,Itoman,JP,2022-03-31 18:08:27,26.1247,127.6694,68.02,83,75,26.46
353,Kaeo,NZ,2022-03-31 18:08:27,-35.1,173.7833,60.33,96,69,2.44
354,Komsomolskiy,UZ,2022-03-31 18:08:28,40.4272,71.7189,52.52,66,0,2.3
355,Campobello Di Mazara,IT,2022-03-31 18:08:28,37.6358,12.7443,57.85,82,60,6.2
356,Moranbah,AU,2022-03-31 18:08:29,-22.0016,148.0466,71.62,53,2,9.82
357,Kismayo,SO,2022-03-31 18:08:29,-0.3582,42.5454,81.03,83,56,8.03
358,Aitape,PG,2022-03-31 18:08:30,-3.1374,142.3475,77.61,90,100,6.35
359,Souillac,MU,2022-03-31 18:08:30,-20.5167,57.5167,77.58,78,90,18.12
360,Shiringushi,RU,2022-03-31 18:08:31,53.8485,42.7676,32.95,99,100,7.74
361,Grajau,BR,2022-03-31 18:08:31,-5.8194,-46.1386,80.15,86,96,3.18
362,Srednekolymsk,RU,2022-03-31 18:08:32,67.45,153.6833,-10.89,100,99,0.89
363,Shirvan,AZ,2022-03-31 18:08:32,39.9509,48.8994,52.84,60,0,12.93
364,Guerrero Negro,MX,2022-03-31 18:07:37,27.9769,-114.0611,64.47,62,96,15.46
365,Chaman,PK,2022-03-31 18:08:33,30.9236,66.4512,64.42,17,0,2.04
366,Ogbomosho,NG,2022-03-31 18:08:33,8.133,4.25,91.36,35,84,11.95
367,Varzea Da Palma,BR,2022-03-31 18:08:34,-17.5981,-44.7308,95.49,27,6,1.43
368,Lujan,AR,2022-03-31 18:09:34,-34.5703,-59.105,66.02,37,16,1.01
369,Zheleznodorozhnyy,RU,2022-03-31 18:09:34,55.7503,38.0042,32.61,99,100,2.06
370,Oudtshoorn,ZA,2022-03-31 18:09:35,-33.5907,22.2014,62.26,77,60,8.34
371,Nelson Bay,AU,2022-03-31 18:09:35,-32.7167,152.15,60.1,90,91,27.76
372,Puerto Carreno,CO,2022-03-31 18:09:12,6.189,-67.4859,101.01,22,22,2.1
373,Mumford,GH,2022-03-31 18:09:36,5.2618,-0.759,82.83,81,78,12.62
374,Lagoa,PT,2022-03-31 18:09:36,39.05,-27.9833,61.68,85,90,4.7
375,Tahta,EG,2022-03-31 18:09:37,26.7693,31.5021,81.73,6,91,7.49
376,San Pedro,PH,2022-03-31 18:09:37,14.35,121.0167,82.35,75,14,7.83
377,Cochrane,CA,2022-03-31 18:09:37,51.1834,-114.4687,42.49,33,96,3.31
378,Kintampo,GH,2022-03-31 18:09:38,8.0563,-1.7306,90.34,39,88,4.23
379,Shelburne,CA,2022-03-31 18:09:38,44.0787,-80.2041,58.91,76,47,26.35
380,Ordu,TR,2022-03-31 18:09:39,40.9086,37.6845,45.1,73,85,10.18
381,Saijo,JP,2022-03-31 18:09:39,33.9167,133.1833,51.49,84,100,14.79
382,Banatski Karlovac,RS,2022-03-31 18:09:40,45.0472,21.0161,59.86,78,100,5.57
383,Rodrigues Alves,BR,2022-03-31 18:09:40,-7.738,-72.6509,85.71,69,72,3.0
384,Akyab,MM,2022-03-31 18:09:41,20.15,92.9,79.88,86,65,5.77
385,Rosetta,EG,2022-03-31 18:09:41,31.4044,30.4164,61.03,66,18,15.08
386,Chhapar,IN,2022-03-31 18:09:41,27.8167,74.4,83.43,7,0,8.72
387,Umarkot,PK,2022-03-31 18:09:42,25.3616,69.7362,84.33,21,0,7.47
388,Taltal,CL,2022-03-31 18:09:42,-25.4,-70.4833,67.23,66,11,5.3
389,Barreirinha,BR,2022-03-31 18:09:43,-2.7933,-57.07,82.47,75,100,0.6
390,Samandag,TR,2022-03-31 18:09:43,36.0842,35.9771,61.32,62,62,3.47
391,Ola,RU,2022-03-31 18:09:02,59.5833,151.2833,-4.86,84,78,9.13
392,Poncitlan,MX,2022-03-31 18:09:44,20.3667,-102.9167,78.71,20,6,4.27
393,Florence,IT,2022-03-31 18:09:44,43.7667,11.25,53.74,93,100,2.3
394,Atar,MR,2022-03-31 18:09:44,20.5169,-13.0499,90.55,12,29,10.98
395,Presidente Epitacio,BR,2022-03-31 18:09:45,-21.7633,-52.1156,85.55,54,71,9.42
396,Oxelosund,SE,2022-03-31 18:09:45,58.6706,17.1015,32.38,55,0,4.61
397,Ostersund,SE,2022-03-31 18:09:46,63.1792,14.6357,25.61,80,0,4.61
398,Hobyo,SO,2022-03-31 18:09:46,5.3505,48.5268,82.81,73,6,15.01
399,Shenjiamen,CN,2022-03-31 18:09:47,29.9576,122.298,50.31,73,100,21.74
400,Sokoni,TZ,2022-03-31 18:09:47,-6.4333,39.55,82.04,77,47,12.48
401,Nogliki,RU,2022-03-31 18:09:47,51.8333,143.1667,6.08,90,11,6.78
402,Vila Velha,BR,2022-03-31 18:09:48,-20.3297,-40.2925,87.75,71,20,14.97
403,Labuhan,ID,2022-03-31 18:09:48,-6.8844,112.2051,79.03,82,73,2.59
404,Darhan,MN,2022-03-31 18:09:49,49.4867,105.9228,30.43,47,62,2.37
405,Madison Heights,US,2022-03-31 18:09:49,42.4859,-83.1052,47.21,70,100,18.41
406,Port Hedland,AU,2022-03-31 18:09:50,-20.3167,118.5667,80.65,83,97,5.75
407,Druzhba,UA,2022-03-31 18:09:50,52.0428,33.9453,38.26,98,100,6.08
408,Miri,MY,2022-03-31 18:09:50,4.4148,114.0089,77.11,87,98,3.38
409,Yumen,CN,2022-03-31 18:09:51,40.2833,97.2,37.67,22,0,8.12
410,Gouyave,GD,2022-03-31 18:09:51,12.1646,-61.7296,83.17,65,20,17.27
411,Teguise,ES,2022-03-31 18:09:52,29.0605,-13.564,66.42,60,20,19.57
412,Nandgaon,IN,2022-03-31 18:09:52,20.3167,74.65,84.7,14,0,11.39
413,Keti Bandar,PK,2022-03-31 18:09:52,24.1447,67.4497,80.37,57,0,9.01
414,Magistralnyy,RU,2022-03-31 18:09:53,56.1725,107.4458,27.23,87,86,7.14
415,Vanavara,RU,2022-03-31 18:09:28,60.34,102.2797,31.6,92,100,15.5
416,Puerto Madryn,AR,2022-03-31 18:10:53,-42.7692,-65.0385,70.61,22,56,3.42
417,Ariquemes,BR,2022-03-31 18:10:54,-9.9133,-63.0408,80.31,90,81,2.04
418,Pucallpa,PE,2022-03-31 18:10:54,-8.3791,-74.5539,87.84,62,40,9.22
419,La Ronge,CA,2022-03-31 18:10:55,55.1001,-105.2842,33.44,86,100,7.65
420,Mbulu,TZ,2022-03-31 18:10:55,-3.85,35.5333,59.95,85,91,6.53
421,Vangaindrano,MG,2022-03-31 18:10:55,-23.35,47.6,72.32,84,27,6.06
422,Pondicherry,IN,2022-03-31 18:10:56,11.93,79.83,81.81,88,6,14.83
423,Ternate,ID,2022-03-31 18:10:56,0.8,127.4,80.46,80,100,7.02
424,Tomatlan,MX,2022-03-31 18:10:57,19.9333,-105.25,87.06,26,17,8.12
425,Vardo,NO,2022-03-31 18:10:57,70.3705,31.1107,24.78,74,40,19.57
426,Narkevychi,UA,2022-03-31 18:10:58,49.5172,26.6418,51.1,78,100,12.12
427,Mahon,ES,2022-03-31 18:09:43,39.8885,4.2658,50.56,87,75,1.14
428,Kargasok,RU,2022-03-31 18:10:58,59.0556,80.8572,26.64,89,99,6.15
429,Najran,SA,2022-03-31 18:10:59,17.4924,44.1277,68.34,15,0,5.08
430,Tupik,RU,2022-03-31 18:10:59,54.4253,119.9327,2.48,97,76,3.04
431,Chumikan,RU,2022-03-31 18:11:00,54.7183,135.315,3.7,87,69,7.18
432,Petrovsk-Zabaykalskiy,RU,2022-03-31 18:11:00,51.273,108.843,11.75,96,66,2.84
433,Sorong,ID,2022-03-31 18:11:02,-0.8833,131.25,77.63,88,100,4.79
434,San Buenaventura,MX,2022-03-31 18:11:02,27.0833,-101.5333,79.72,18,0,0.0
435,Lakatoro,VU,2022-03-31 18:11:03,-16.0999,167.4164,80.64,85,95,4.09
436,Yerbogachen,RU,2022-03-31 18:11:03,61.2767,108.0108,25.48,92,59,11.86
437,Tabou,CI,2022-03-31 18:11:04,4.423,-7.3528,82.89,76,53,7.81
438,Alindao,CF,2022-03-31 18:11:04,5.0267,21.2088,89.42,31,76,3.4
439,Salym,RU,2022-03-31 18:11:05,60.0625,71.4789,21.34,96,100,5.59
440,Lethbridge,CA,2022-03-31 18:08:01,49.7,-112.8186,35.71,75,75,5.75
441,Xichang,CN,2022-03-31 18:11:05,27.8964,102.2634,44.42,93,100,5.48
442,Hvide Sande,DK,2022-03-31 18:11:06,56.0045,8.1294,38.08,60,88,19.24
443,Anshun,CN,2022-03-31 18:11:06,26.25,105.9333,43.72,89,100,14.25
444,Dibulla,CO,2022-03-31 18:11:07,11.2725,-73.3091,88.21,56,97,11.61
445,Beringovskiy,RU,2022-03-31 18:11:07,63.05,179.3167,4.77,92,100,21.56
446,Sarkand,KZ,2022-03-31 18:11:08,45.41,79.9186,46.08,42,3,6.44
447,Challans,FR,2022-03-31 18:11:08,46.8436,-1.8749,43.0,75,97,20.69
448,Pierre,US,2022-03-31 18:11:09,44.3683,-100.351,36.86,61,0,3.0
449,Bardiyah,LY,2022-03-31 18:11:09,31.7561,25.0865,70.99,40,46,7.0
450,Oranjestad,AW,2022-03-31 18:11:10,12.524,-70.027,78.39,81,87,21.99
451,Lazaro Cardenas,MX,2022-03-31 18:11:10,17.9583,-102.2,80.65,56,13,8.99
452,Riyadh,SA,2022-03-31 18:06:25,24.6877,46.7219,82.54,10,0,6.51
453,Nalut,LY,2022-03-31 18:11:11,30.3333,10.85,71.29,21,3,15.93
454,Ust-Kulom,RU,2022-03-31 18:11:11,61.6864,53.6902,23.54,88,100,8.23
455,Gat,IL,2022-03-31 18:11:12,31.61,34.7642,72.39,61,98,4.0
456,Katobu,ID,2022-03-31 18:11:12,-4.9408,122.5276,75.33,93,90,2.19
457,Ahipara,NZ,2022-03-31 18:12:13,-35.1667,173.1667,61.12,90,63,2.82
458,Alofi,NU,2022-03-31 18:10:25,-19.0595,-169.9187,80.83,77,45,10.96
459,Mana,GF,2022-03-31 18:12:14,5.6592,-53.7767,80.65,71,91,10.11
460,Atchison,US,2022-03-31 18:12:15,39.563,-95.1216,35.31,81,100,13.69
461,Kijang,KR,2022-03-31 18:12:15,35.2442,129.2139,47.52,65,100,14.54
462,Pemangkat,ID,2022-03-31 18:07:21,1.1667,108.9667,80.92,77,90,5.17
463,Ponta Delgada,PT,2022-03-31 18:12:16,37.7333,-25.6667,63.32,88,75,9.22
464,Cattolica,IT,2022-03-31 18:12:16,43.9575,12.7376,51.89,94,75,3.44
465,Mattru,SL,2022-03-31 18:12:17,7.6244,-11.8332,89.22,55,58,9.19
466,General Pico,AR,2022-03-31 18:12:18,-35.6566,-63.7568,67.71,20,23,3.44
467,Hovd,MN,2022-03-31 18:12:18,48.0056,91.6419,29.73,32,0,0.51
468,Aklavik,CA,2022-03-31 18:12:19,68.2191,-135.0107,-15.41,88,41,6.96
469,Aguimes,ES,2022-03-31 18:12:21,27.9054,-15.4461,65.66,60,20,20.71
470,Tilichiki,RU,2022-03-31 18:12:21,60.4667,166.1,-6.47,96,35,9.1
471,Lorengau,PG,2022-03-31 18:12:22,-2.0226,147.2712,80.06,84,100,17.25
472,Bozoum,CF,2022-03-31 18:12:23,6.3193,16.3799,85.78,31,74,0.89
473,La Tuque,CA,2022-03-31 18:12:23,47.4334,-72.7824,35.85,93,100,8.05
474,Belmonte,BR,2022-03-31 18:12:24,-15.8631,-38.8828,83.46,63,20,7.58
475,Pontianak,ID,2022-03-31 18:11:08,-0.0333,109.3333,76.98,94,20,0.0
476,Keuruu,FI,2022-03-31 18:12:24,62.2667,24.7,25.81,94,100,6.02
477,Laguna,US,2022-03-31 18:10:51,38.421,-121.4238,63.05,64,0,5.75
478,Salas,ES,2022-03-31 18:12:25,43.4118,-6.2602,51.37,96,100,6.46
479,Lubumbashi,CD,2022-03-31 18:07:59,-11.6609,27.4794,63.07,98,36,3.96
480,Yinchuan,CN,2022-03-31 18:12:26,38.4681,106.2731,50.16,14,1,5.08
481,Kirakira,SB,2022-03-31 18:12:26,-10.4544,161.9205,79.36,85,100,3.06
482,Tyukalinsk,RU,2022-03-31 18:12:27,55.8732,72.1967,34.18,96,100,17.22
483,Yenagoa,NG,2022-03-31 18:12:27,4.9247,6.2642,83.66,73,64,10.07
484,Quesnel,CA,2022-03-31 18:12:27,52.9999,-122.5029,45.63,47,46,2.37
485,Nenjiang,CN,2022-03-31 18:12:28,49.1833,125.2167,27.07,62,9,4.99
486,Bima,ID,2022-03-31 18:12:28,-8.4667,118.7167,75.18,92,49,2.48
487,Mirnyy,RU,2022-03-31 18:08:58,62.5353,113.9611,28.24,58,99,7.0
488,Amapa,BR,2022-03-31 18:12:29,1.0,-52.0,72.46,99,98,1.74
489,Mwinilunga,ZM,2022-03-31 18:12:30,-11.7358,24.4293,63.45,98,52,4.92
490,Le Vauclin,MQ,2022-03-31 18:12:30,14.5452,-60.8388,78.85,78,75,23.02
491,Caravelas,BR,2022-03-31 18:12:30,-17.7125,-39.2481,85.44,57,1,9.46
492,Dawson Creek,CA,2022-03-31 18:12:31,55.7666,-120.2362,40.75,44,6,8.7
493,Alice Springs,AU,2022-03-31 18:12:31,-23.7,133.8833,53.15,62,30,6.91
494,Grindavik,IS,2022-03-31 18:12:32,63.8424,-22.4338,43.27,65,75,5.75
495,Coruripe,BR,2022-03-31 18:12:32,-10.1256,-36.1756,82.81,68,87,8.68
496,Preili,LV,2022-03-31 18:12:33,56.2944,26.7246,27.54,44,21,4.07
497,Olga,RU,2022-03-31 18:12:33,43.7444,135.2892,29.97,61,19,5.97
498,Eyl,SO,2022-03-31 18:12:34,7.9803,49.8164,80.67,81,10,14.5
499,Dutlwe,BW,2022-03-31 18:12:34,-23.9833,23.9,76.32,32,14,7.78
500,Mao,ES,2022-03-31 18:09:43,39.8885,4.2658,50.56,87,75,1.14
501,Glace Bay,CA,2022-03-31 18:12:35,46.1969,-59.957,43.9,62,75,14.97
502,Council Bluffs,US,2022-03-31 18:08:30,41.2619,-95.8608,32.72,69,100,13.8
503,Chaozhou,CN,2022-03-31 18:13:36,23.6651,116.6379,67.35,89,58,6.15
504,Quatre Cocos,MU,2022-03-31 18:13:36,-20.2078,57.7625,78.91,76,100,19.39
505,Kamphaeng Phet,TH,2022-03-31 18:13:37,16.25,99.5,85.15,46,52,2.44
506,Vyazma,RU,2022-03-31 18:13:37,55.2104,34.2951,31.5,99,100,2.84
507,North Bend,US,2022-03-31 18:13:38,43.4065,-124.2243,52.25,80,100,11.5
508,Ta Khmau,KH,2022-03-31 18:13:38,11.4833,104.95,78.85,89,40,0.0
509,Mahibadhoo,MV,2022-03-31 18:13:39,3.7833,72.9667,83.43,68,7,0.13
510,Iisalmi,FI,2022-03-31 18:13:39,63.5592,27.1907,12.87,95,85,2.51
511,Cururupu,BR,2022-03-31 18:13:39,-1.8283,-44.8683,75.38,94,100,2.68
512,Ust-Maya,RU,2022-03-31 18:13:40,60.4167,134.5333,-11.65,100,59,2.24
513,Antigonish,CA,2022-03-31 18:09:06,45.6169,-61.9986,47.14,46,100,8.01
514,Port-Cartier,CA,2022-03-31 18:13:41,50.0334,-66.8654,34.75,92,100,3.22
515,Grand Gaube,MU,2022-03-31 18:13:41,-20.0064,57.6608,79.2,76,100,8.01
516,Bismarck,US,2022-03-31 18:09:34,46.8083,-100.7837,41.65,53,0,5.75
517,Miraflores,MX,2022-03-31 18:13:42,19.2167,-98.8083,81.25,9,4,6.96
518,Avera,US,2022-03-31 18:13:42,33.194,-82.5271,70.56,74,98,12.66
519,Honavar,IN,2022-03-31 18:13:43,14.2833,74.45,79.61,83,33,4.9
520,Nefteyugansk,RU,2022-03-31 18:13:43,61.0998,72.6035,12.58,93,69,9.89
521,Mahabad,IR,2022-03-31 18:13:44,36.7631,45.7222,50.49,48,23,2.21
522,Belaya Gora,RU,2022-03-31 18:12:24,68.5333,146.4167,-26.43,100,96,1.39
523,Batagay,RU,2022-03-31 18:13:44,67.6333,134.6333,-14.48,100,52,4.21
524,Dhadar,IN,2022-03-31 18:13:45,28.3305,75.0632,81.91,7,0,9.26
525,Victoria,HK,2022-03-31 18:12:14,22.2855,114.1577,75.18,84,32,15.99
526,Casablanca,MA,2022-03-31 18:13:08,33.5928,-7.6192,62.94,65,75,9.22
527,Kotma,IN,2022-03-31 18:13:46,23.2,81.9667,79.65,13,1,2.21
528,Boras,SE,2022-03-31 18:13:46,57.721,12.9401,33.89,51,73,4.63
529,Nakambala,ZM,2022-03-31 18:13:46,-15.8324,27.7799,65.48,86,70,5.64
530,Soe,ID,2022-03-31 18:13:47,-9.8607,124.284,63.36,86,3,3.8
531,Rocha,UY,2022-03-31 18:13:47,-34.4833,-54.3333,58.87,69,85,11.56
532,Hamilton,US,2022-03-31 18:11:54,39.1834,-84.5333,47.88,72,100,17.27
533,Uglich,RU,2022-03-31 18:13:48,57.5275,38.3317,26.98,97,100,4.68
534,Porto Belo,BR,2022-03-31 18:13:48,-27.1578,-48.5531,69.17,86,100,10.2
535,Vlasikha,RU,2022-03-31 18:13:49,53.2972,83.5742,36.45,69,0,11.18
536,Tarabuco,BO,2022-03-31 18:13:49,-19.1667,-64.9167,49.69,73,100,6.13
537,Plettenberg Bay,ZA,2022-03-31 18:13:50,-34.0527,23.3716,63.37,81,94,2.68
538,Mashhad,IR,2022-03-31 18:11:41,36.297,59.6062,60.94,36,0,6.91
539,Andenes,NO,2022-03-31 18:13:50,69.3143,16.1194,28.92,86,40,4.61
540,Bilibino,RU,2022-03-31 18:13:50,68.0546,166.4372,-20.56,97,73,2.13
541,Mayo,US,2022-03-31 18:13:51,38.8876,-76.5119,73.81,77,100,19.57
542,Makakilo City,US,2022-03-31 18:11:47,21.3469,-158.0858,75.52,73,0,9.22
